Entry	Entry Name	Protein names	Gene Names	Organism	Length
P38712	RRP3_YEAST	ATP-dependent rRNA helicase RRP3 (EC 3.6.4.13) (Ribosomal RNA-processing protein 3)	RRP3 YHR065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501
P38713	OSH3_YEAST	Oxysterol-binding protein homolog 3 (Oxysterol-binding protein-related protein 3) (ORP 3) (OSBP-related protein 3)	OSH3 YHR073W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	996
P38715	GRE3_YEAST	NADPH-dependent aldose reductase GRE3 (AR) (EC 1.1.1.21) (Genes de respuesta a estres protein 3) (NADPH-dependent aldo-keto reductase GRE3) (Xylose reductase) (EC 1.1.1.-)	GRE3 YHR104W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327
P38717	SIP3_YEAST	Membrane-anchored lipid-binding protein SIP3 (Lipid transfer protein anchored at membrane contact sites 3) (SNF1-interacting protein 3)	SIP3 LAM3 YNL257C N0844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1229
P38719	DBP8_YEAST	ATP-dependent RNA helicase DBP8 (EC 3.6.4.13) (DEAD box protein 8)	DBP8 YHR169W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	431
P38720	6PGD1_YEAST	6-phosphogluconate dehydrogenase, decarboxylating 1 (EC 1.1.1.44)	GND1 YHR183W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	489
P38731	ARN1_YEAST	Siderophore iron transporter ARN1 (Ferrichrome permease)	ARN1 YHL040C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	627
P38736	GOSR1_YEAST	Golgi SNAP receptor complex member 1 (Golgi SNARE protein 1) (Protein transport protein GOS1)	GOS1 YHL031C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	223
P38741	RIM4_YEAST	Meiotic activator RIM4 (Regulator of IME2 protein 4)	RIM4 YHL024W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713
P38742	NPR3_YEAST	Nitrogen permease regulator 3 (Required for meiotic nuclear division protein 11)	NPR3 RMD11 YHL023C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1146
P38753	HSE1_YEAST	Class E vacuolar protein-sorting machinery protein HSE1	HSE1 YHL002W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452
P38754	RL14B_YEAST	Large ribosomal subunit protein eL14B (60S ribosomal protein L14-B)	RPL14B YHL001W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138
P38755	OSH7_YEAST	Oxysterol-binding protein homolog 7 (Oxysterol-binding protein-related protein 7) (ORP 7) (OSBP-related protein 7)	OSH7 YHR001W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437
P38757	NEM1_YEAST	Nuclear envelope morphology protein 1 (EC 3.1.3.16)	NEM1 YHR004C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	446
P38758	TDA3_YEAST	Putative oxidoreductase TDA3 (EC 1.-.-.-) (Batten disease protein 3) (Topoisomerase I damage affected protein 3)	TDA3 BTN3 YHR009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
P38759	VPS29_YEAST	Vacuolar protein sorting-associated protein 29 (Carboxypeptidase Y-deficient protein 11) (Vesicle protein sorting 29)	VPS29 PEP11 VTP6 YHR012W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	282
P38764	RPN1_YEAST	26S proteasome regulatory subunit RPN1 (HMG-CoA reductase degradation protein 2) (Proteasome non-ATPase subunit 1)	RPN1 HRD2 NAS1 RPD1 YHR027C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	993
P38766	RRM3_YEAST	ATP-dependent DNA helicase RRM3 (EC 3.6.4.12) (Regulation of Ty1 transposition protein 104) (rDNA recombination mutation protein 3)	RRM3 RTT104 YHR031C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	723
P38768	PIH1_YEAST	Protein interacting with Hsp90 1 (Nucleolar protein 17)	PIH1 NOP17 YHR034C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
P38770	BRL1_YEAST	Nucleus export protein BRL1 (BRR6-like protein 1)	BRL1 YHR036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471
P38778	SMF2_YEAST	Manganese transporter SMF2	SMF2 YHR050W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	549
P38779	CIC1_YEAST	Proteasome-interacting protein CIC1 (Core interacting component 1)	CIC1 NSA3 YHR052W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376
P38781	RSC30_YEAST	Chromatin structure-remodeling complex protein RSC30 (Remodel the structure of chromatin complex subunit 30)	RSC30 YHR056C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	883
P38782	MED6_YEAST	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	MED6 MTR32 YHR058C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
P38785	GIC1_YEAST	GTPase-interacting component 1	GIC1 YHR061C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
P38786	RPP1_YEAST	Ribonuclease P/MRP protein subunit RPP1 (EC 3.1.26.5) (RNA-processing protein RPP1) (RNaseP/MRP 32.2 kDa subunit)	RPP1 YHR062C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	293
P38788	SSZ1_YEAST	Ribosome-associated complex subunit SSZ1 (DnaK-related protein SSZ1) (Heat shock protein 70 homolog SSZ1) (Pleiotropic drug resistance protein 13)	SSZ1 PDR13 YHR064C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
P38792	RRP4_YEAST	Exosome complex component RRP4 (Ribosomal RNA-processing protein 4)	RRP4 YHR069C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	359
P38793	TRM5_YEAST	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5)	TRM5 YHR070W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	499
P38797	PP2C7_YEAST	Protein phosphatase 2C homolog 7, mitochondrial (PP2C-7) (EC 3.1.3.16)	PTC7 YHR076W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343
P38800	LAM4_YEAST	Membrane-anchored lipid-binding protein LAM4 (Lipid transfer at contact site protein 3) (Lipid transfer protein anchored at membrane contact sites 1)	LAM4 LTC3 YHR080C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1345
P38801	LRP1_YEAST	Exosome complex protein LRP1 (Like an rRNA processing protein 1) (Yeast C1D domain-containing protein) (rRNA processing protein 47)	LRP1 RRP47 YC1D YHR081W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	184
P38803	IPI1_YEAST	Pre-rRNA-processing protein IPI1 (Involved in processing IST2 protein 1)	IPI1 YHR085W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	334
P38805	RPF1_YEAST	Ribosome production factor 1 (Ribosome biogenesis protein RPF1)	RPF1 YHR088W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
P38806	YNG2_YEAST	Chromatin modification-related protein YNG2 (ESA1-associated factor 4) (ING1 homolog 2)	YNG2 EAF4 NBN1 YHR090C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	282
P38810	SFB3_YEAST	SED5-binding protein 3 (Lethal with SEC13 protein 1) (SEC24-related protein 3)	SFB3 LST1 YHR098C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	929
P38811	TRA1_YEAST	Transcription-associated protein 1 (p400 kDa component of SAGA)	TRA1 YHR099W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	3744
P38815	YPT35_YEAST	Endosomal/vacuolar adapter protein YPT35 (PX domain-containing protein YPT35)	YPT35 YHR105W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	214
P38817	GGA2_YEAST	ADP-ribosylation factor-binding protein GGA2 (Golgi-localized, gamma ear-containing, ARF-binding protein 2)	GGA2 YHR108W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	585
P38820	UBA4_YEAST	Adenylyltransferase and sulfurtransferase UBA4 (Needs CLA4 to survive protein 3) (Ubiquitin-like protein activator 4) [Includes: Adenylyltransferase UBA4 (EC 2.7.7.-); Sulfurtransferase UBA4 (EC 2.8.1.-)]	UBA4 NCS3 YHR111W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
P38821	DNPEP_YEAST	Aspartyl aminopeptidase 4 (EC 3.4.11.21)	APE4 YHR113W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490
P38822	BZZ1_YEAST	Protein BZZ1 (LAS17-binding protein 7)	BZZ1 LSB7 YHR114W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
P38823	DMA1_YEAST	E3 ubiquitin-protein ligase DMA1 (EC 2.3.2.27) (Checkpoint forkhead associated with RING domains-containing protein 1) (Defective in mitotic arrest protein 1) (RING-type E3 ubiquitin transferase DMA1)	DMA1 CHF1 YHR115C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	416
P38825	TOM71_YEAST	Protein TOM71 (71 kDa mitochondrial outer membrane protein)	TOM71 TOM72 YHR117W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	639
P38826	ORC6_YEAST	Origin recognition complex subunit 6 (ACS-associated protein 1) (Origin recognition complex 50 kDa subunit)	ORC6 AAP1 YHR118C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435
P38827	SET1_YEAST	Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.354) (COMPASS component SET1) (Lysine N-methyltransferase 2) (SET domain-containing protein 1)	SET1 KMT2 YTX1 YHR119W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1080
P38830	NDT80_YEAST	Meiosis-specific transcription factor NDT80	NDT80 DAS1 YHR124W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	627
P38836	ECM14_YEAST	Inactive metallocarboxypeptidase ECM14 (Extracellular mutant protein 14)	ECM14 YHR132C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430
P38838	WSS1_YEAST	DNA-dependent metalloprotease WSS1 (EC 3.4.24.-) (DNA damage response protein WSS1) (SUMO-dependent isopeptidase WSS1) (Weak suppressor of SMT3 protein 1)	WSS1 YHR134W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
P38840	ARO9_YEAST	Aromatic amino acid aminotransferase 2 (EC 2.6.1.57) (Aromatic amino acid aminotransferase II) (Aromatic amino acid-requiring protein 9) (Kynurenine aminotransferase I) (KAT I) (EC 2.6.1.7)	ARO9 YHR137W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
P38843	CHS7_YEAST	Chitin synthase export chaperone	CHS7 YHR142W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	316
P38844	DSE2_YEAST	Protein DSE2 (Daughter-specific expression protein 2)	DSE2 YHR143W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	325
P38850	RT107_YEAST	Regulator of Ty1 transposition protein 107 (Establishes silent chromatin protein 4)	RTT107 ESC4 YHR154W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1070
P38853	KEL1_YEAST	Kelch repeat-containing protein 1	KEL1 YHR158C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1164
P38855	PEX18_YEAST	Peroxisomal membrane protein PEX18 (Peroxin-18)	PEX18 YHR160C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283
P38856	AP18A_YEAST	Clathrin coat assembly protein AP180A	YAP1801 YHR161C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	637
P38857	MPC2_YEAST	Mitochondrial pyruvate carrier 2 (MPC2)	MPC2 YHR162W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129
P38859	DNA2_YEAST	DNA replication ATP-dependent helicase/nuclease DNA2 [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]	DNA2 YHR164C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1522
P38861	NMD3_YEAST	60S ribosomal export protein NMD3 (Nonsense-mediated mRNA decay protein 3)	NMD3 YHR170W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	518
P38862	ATG7_YEAST	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (Cytoplasm to vacuole targeting protein 2)	ATG7 APG7 CVT2 YHR171W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	630
P38863	SPC97_YEAST	Spindle pole body component SPC97	SPC97 YHR172W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	823
P38869	SVP26_YEAST	Protein SVP26 (Sed5 compartment vesicle protein of 26 kDa)	SVP26 YHR181W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	228
P38873	KOG1_YEAST	Target of rapamycin complex 1 subunit KOG1 (TORC1 subunit KOG1) (Kontroller of growth protein 1) (Local anesthetic-sensitive protein 24) (Regulatory-associated protein of TOR) (Raptor)	KOG1 LAS24 YHR186C H9998.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1557
P38874	ELP5_YEAST	Elongator complex protein 5 (Gamma-toxin target 5) (HAT-associated protein 2) (Protein IKI1)	IKI1 ELP5 HAP2 TOT5 YHR187W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
P38875	GPI16_YEAST	GPI transamidase component GPI16	GPI16 YHR188C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610
P38878	LNP_YEAST	Endoplasmic reticulum junction formation protein lunapark (ER junction formation factor lunapark)	LNP1 YHR192W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	278
P38879	NACA_YEAST	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (GAL4 DNA-binding enhancer protein 2)	EGD2 YHR193C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	174
P38881	NVJ1_YEAST	Nucleus-vacuole junction protein 1	NVJ1 VAB36 YHR195W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321
P38882	UTP9_YEAST	U3 small nucleolar RNA-associated protein 9 (U3 snoRNA-associated protein 9) (U three protein 9) (U3 protein 9 required for transcription) (t-UTP9)	UTP9 YHR196W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	575
P38883	RIX1_YEAST	Pre-rRNA-processing protein RIX1 (Involved in processing IST2 protein 2) (Ribosomal export protein 1)	RIX1 IPI2 YHR197W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763
P38886	RPN10_YEAST	26S proteasome regulatory subunit RPN10	RPN10 MCB1 SUN1 YHR200W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	268
P38888	MNL1_YEAST	ER degradation-enhancing alpha-mannosidase-like protein 1 (EC 3.2.1.24)	MNL1 HTM1 YHR204W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	796
P38889	SKN7_YEAST	Transcription factor SKN7 (Peroxide sensitivity protein 9)	SKN7 BRY1 POS9 YHR206W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622
P38890	SET5_YEAST	Histone-lysine N-methyltransferase SET5 (EC 2.1.1.-) (SET domain-containing protein 5)	SET5 YHR207C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	526
P38891	BCA1_YEAST	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT) (EC 2.6.1.42) (Protein ECA39) (Protein TWT1)	BAT1 ECA39 TWT1 YHR208W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393
P38894	FLO5_YEAST	Flocculation protein FLO5 (Flocculin-5)	FLO5 YHR211W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1075
P38902	RPB11_YEAST	DNA-directed RNA polymerase II subunit RPB11 (RNA polymerase II subunit B11) (B13.6) (DNA-directed RNA polymerase II 13.6 kDa polypeptide)	RPB11 YOL005C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120
P38903	2A5D_YEAST	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A, B subunit, B' delta isoform) (Protein RTS1) (Protein SCS1)	RTS1 SCS1 YOR014W OR26.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	757
P38907	CENPN_YEAST	Inner kinetochore subunit CHL4 (CENP-N homolog) (Chromosome loss protein 4) (Chromosome transmission fidelity protein 17) (Constitutive centromere-associated network protein CHL4) (Minichromosome maintenance protein 17)	CHL4 CTF17 MCM17 YDR254W YD9320A.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	458
P38910	CH10_YEAST	10 kDa heat shock protein, mitochondrial (HSP10) (10 kDa chaperonin)	HSP10 CPN10 YOR020C OR26.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
P38911	FKBP3_YEAST	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (FK506-binding nuclear protein) (FKBP-70) (Nucleolar proline isomerase) (Proline rotamase)	FPR3 NPI46 YML074C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
P38912	IF1A_YEAST	Eukaryotic translation initiation factor 1A (eIF-1A) (Eukaryotic translation initiation factor 4C) (eIF-4C)	TIF11 YMR260C YM8156.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153
P38915	SPT8_YEAST	Transcription factor SPT8	SPT8 YLR055C L2144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	602
P38920	MLH1_YEAST	DNA mismatch repair protein MLH1 (MutL protein homolog 1) (Post meiotic segregation protein 2)	MLH1 PMS2 YMR167W YM8520.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	769
P38922	HRB1_YEAST	Serine/arginine (SR)-type shuttling mRNA binding protein HRB1 (Hypothetical RNA-binding protein 1) (Polyadenylate-binding protein HRB1) (Protein TOM34)	HRB1 TOM34 YNL004W N2009	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	454
P38925	SMF1_YEAST	Manganese transporter SMF1	SMF1 ESP1 YOL122C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	575
P38927	REV7_YEAST	DNA polymerase zeta processivity subunit (Revertibility protein 7)	REV7 YIL139C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245
P38928	AXL2_YEAST	Axial budding pattern protein 2 (Bud site selection protein 10) (Suppressor of RHO3 protein 4)	AXL2 BUD10 SRO4 YIL140W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	823
P38929	ATC2_YEAST	Calcium-transporting ATPase 2 (EC 7.2.2.10) (Vacuolar Ca(2+)-ATPase)	PMC1 YGL006W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1173
P38930	CSK2C_YEAST	Casein kinase II subunit beta' (CK II beta')	CKB2 YOR039W OR26.32	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	258
P38931	SSN2_YEAST	Mediator of RNA polymerase II transcription subunit 13 (Mediator complex subunit 13) (Protein SCA1) (Suppressor of RNA polymerase B SSN2)	SSN2 MED13 NUT8 RYE3 SCA1 SRB9 UME2 YDR443C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1420
P38932	VPS45_YEAST	Vacuolar protein sorting-associated protein 45	VPS45 STT10 VPL28 YGL095C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	577
P38934	BFR1_YEAST	Nuclear segregation protein BFR1 (Brefeldin A resistance protein 1)	BFR1 YOR198C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	470
P38953	RAD55_YEAST	DNA repair protein RAD55	RAD55 YDR076W D4426	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406
P38954	IPT1_YEAST	Inositolphosphotransferase 1 (EC 2.7.1.228) (Mannosyl diphosphorylinositol ceramide synthase)	IPT1 SYR4 YDR072C D4405 YD8554.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	527
P38956	SNF11_YEAST	Transcription regulatory protein SNF11 (SWI/SNF complex component SNF11)	SNF11 YDR073W D4411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	169
P38959	VPS41_YEAST	Vacuolar protein sorting-associated protein 41 (Vacuolar morphogenesis protein 2)	VPS41 FET2 VAM2 YDR080W D446 YD8554.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	992
P38960	STN1_YEAST	Protein STN1	STN1 YDR082W D4456 YD8554.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	494
P38961	RRP8_YEAST	25S rRNA (adenine(645)-N(1))-methyltransferase (EC 2.1.1.287) (Ribosomal RNA-processing protein 8)	RRP8 YDR083W D4461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	392
P38967	TAT2_YEAST	Tryptophan permease (Tryptophan amino acid transporter)	TAT2 LTG3 SAB2 SCM2 TAP2 YOL020W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	592
P38968	SEC31_YEAST	Protein transport protein SEC31 (Protein WEB1)	SEC31 WEB1 YDL195W D1229	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1273
P38970	HAL5_YEAST	Serine/threonine-protein kinase HAL5 (EC 2.7.11.1) (Halotolerance protein 5)	HAL5 YJL165C J0531	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	855
P38987	TEM1_YEAST	Protein TEM1	TEM1 YML064C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245
P38989	SMC2_YEAST	Structural maintenance of chromosomes protein 2 (DA-box protein SMC2)	SMC2 YFR031C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1170
P38990	SAK1_YEAST	SNF1-activating kinase 1 (EC 2.7.11.1)	SAK1 PAK1 YER129W SYGP-ORF45	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1142
P38991	AURK_YEAST	Aurora kinase (EC 2.7.11.1) (Increase-in-ploidy protein 1) (Spindle assembly checkpoint kinase)	IPL1 YPL209C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	367
P38992	SUR2_YEAST	Sphingolipid C4-hydroxylase SUR2 (EC 1.-.-.-) (Syringomycin response protein 2)	SUR2 SYR2 YDR297W D9740.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	349
P38993	FET3_YEAST	Iron transport multicopper oxidase FET3 (EC 1.16.3.1) (Cuproxidase FET3) (EC 1.16.3.4)	FET3 YMR058W YM9796.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	636
P38994	MSS4_YEAST	Phosphatidylinositol 4-phosphate 5-kinase MSS4 (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase) (Diphosphoinositide kinase) (PIP5K)	MSS4 YDR208W YD8142A.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	779
P38995	ATU2_YEAST	Copper-transporting ATPase (EC 7.2.2.8) (Cu(2+)-ATPase)	CCC2 YDR270W D9954.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1004
P38996	NAB3_YEAST	Nuclear polyadenylated RNA-binding protein 3	NAB3 HMD1 YPL190C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	802
P38998	LYS1_YEAST	Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (SDH) (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)	LYS1 YIR034C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
P39001	UME6_YEAST	Transcriptional regulatory protein UME6 (Negative transcriptional regulator of IME2) (Regulator of inducer of meiosis protein 16) (Unscheduled meiotic gene expression protein 6)	UME6 CAR80 CARGR1 NIM2 RIM16 YDR207C YD8142.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	836
P39002	LCF3_YEAST	Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Fatty acid activator 3) (Long-chain acyl-CoA synthetase 3)	FAA3 YIL009W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	694
P39003	HXT6_YEAST	High-affinity hexose transporter HXT6	HXT6 YDR343C D9651.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
P39004	HXT7_YEAST	High-affinity hexose transporter HXT7	HXT7 YDR342C D9651.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
P39006	PSD1_YEAST	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 1 beta chain; Phosphatidylserine decarboxylase 1 alpha chain]	PSD1 YNL169C N1692	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500
P39007	STT3_YEAST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 (Oligosaccharyl transferase subunit STT3) (EC 2.4.99.18) (Staurosporine and temperature sensitivity protein 3)	STT3 YGL022W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	718
P39008	POP2_YEAST	Poly(A) ribonuclease POP2 (EC 3.1.13.4) (CCR4-associated factor 1)	POP2 CAF1 YNR052C N3470	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433
P39009	DUN1_YEAST	DNA damage response protein kinase DUN1 (EC 2.7.11.1)	DUN1 YDL101C D2370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
P39010	AKR1_YEAST	Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1)	AKR1 YDR264C D9954.9 YD9230B.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	764
